about,author,date,link,readTime,title
"Nesting smart contracts, or creating a contract within a contract, can provide additional security for your project.",Scofield Idehen,"Jul 4, 2022",https://blog.logrocket.com/nested-smart-contracts-creating-contract-within-contract/,5 min read,Nested smart contracts: Creating a contract within a contract
"Here's a look at Zag, a JavaScript library that employs the state machine approach to represent common component state patterns.",Iskander Samatov,"Jul 4, 2022",https://blog.logrocket.com/make-your-design-system-dry-with-zag/,6 min read,How to make your design system DRY with Zag
"Let's take a look at some options for pathfinding in Rust using breadth-first search, Dijkstra's algorithm, and the A* search algorithm.",Greg Stoll,"Jul 1, 2022",https://blog.logrocket.com/pathfinding-rust-tutorial-examples/,5 min read,Pathfinding in Rust: A tutorial with examples
Learn how to implement authentication on Remix apps and build a full-stack quote wall application with support for user authentication.,Emmanuel John,"Jul 1, 2022",https://blog.logrocket.com/handling-user-authentication-remix/,20 min read,Handling user authentication with Remix
"Here, we introduce the concept of barrel exports in React and discuss how to use barrel exports to save development time.",Nelson Michael,"Jul 1, 2022",https://blog.logrocket.com/using-barrel-exports-organize-react-components/,5 min read,Using barrel exports to organize React components
We can use localStorage to persist our React app to the browser so we don't lose our data when we close the app. ,Saleh Mubashar,"Jul 1, 2022",https://blog.logrocket.com/notes-app-react-localstorage/,9 min read,How to build a notes app with React and…
"In this article, we're going to be exploring fast prototyping in Unity and how you can use scriptable objects effectively in your game development.",Yvens Rebouças Serpa,"Jun 30, 2022",https://blog.logrocket.com/fast-prototyping-unity-scriptable-objects/,9 min read,Fast prototyping in Unity: Scriptable objects
Coroutines can be used to execute a piece of code across multiple frames and can continue executing a section of code until you tell...,Uriel Carrillo,"Jun 30, 2022",https://blog.logrocket.com/using-coroutines-unity/,6 min read,Using coroutines in Unity
"Voby works well to create a performant and reactive application, so it's definitely something to keep an eye on in the frontend framework space.",Alex Merced,"Jun 30, 2022",https://blog.logrocket.com/comparing-solid-js-voby/,4 min read,Comparing SolidJS and Voby
Learn about the common properties and behaviors of Unity 2D colliders and how they interact with each other.,Diego Giacomelli,"Jun 30, 2022",https://blog.logrocket.com/fundamentals-unity-2d-colliders/,8 min read,The fundamentals of Unity 2D colliders
"CSS container queries are a necessity when creating responsive layouts, and with subgrids, you can prevent annoying formatting breaks, too. ",Solomon Esenyi,"Jun 29, 2022",https://blog.logrocket.com/using-css-subgrids-container-queries/,5 min read,Using CSS subgrids with container queries
"A command palette is a tool that enables quick navigation, easy access to commands, and shortcuts, among other things.",Mayowa Ojo,"Jun 29, 2022",https://blog.logrocket.com/react-command-palette-tailwind-css-headless-ui/,8 min read,React command palette with Tailwind CSS and Headless UI
Learn how to make the best design and security choices when setting up a multi-signature wallet and how to avoid common mistakes.,Ori Pomerantz,"Jun 29, 2022",https://blog.logrocket.com/security-choices-multi-signature-wallets/,11 min read,Security choices and multi-signature wallets
Follow this step-by-step tutorial to build a web app using SolidJS. ,Ebenezer Don,"Jun 29, 2022",https://blog.logrocket.com/build-task-tracker-solidjs-typescript/,10 min read,Build a task tracker with SolidJS and TypeScript
"DateFormatter allows us to accurately represent dates and times in formats that are understood by different environment, overall increasing the accessibility of your application.",Matthew Croak,"Jun 28, 2022",https://blog.logrocket.com/how-to-use-dateformatter-swift/,4 min read,How to use DateFormatter in Swift
"Learn how to easily add animated GIFs to your iOS apps using a performant engine, FLAnimatedImage by Flipboard, and SwiftUI.",Rudrank Riyam,"Jun 28, 2022",https://blog.logrocket.com/adding-gifs-ios-app-flanimatedimage-swiftui/,8 min read,Adding GIFs to your iOS app with FLAnimatedImage and…
"One language mechanism that's pivotal to TypeScript is enums. Let's explore what they are, how they work, and how to extend them.",Kealan Parr,"Jun 28, 2022",https://blog.logrocket.com/extend-enums-typescript/,5 min read,How to extend enums in TypeScript
It can be more difficult to parse JSON strings in Flutter compared to other languages. Let's learn how to encode and decode JSON in...,Lewis Cianci,"Jun 28, 2022",https://blog.logrocket.com/how-parse-json-strings-flutter/,7 min read,How to parse JSON strings in Flutter
"Learn about the issues caused by circular dependencies in Nestjs, including how to avoid or work around them, in this complete guide. ",Samuel Olusola,"Jun 27, 2022",https://blog.logrocket.com/avoid-circular-dependencies-nestjs/,6 min read,How to avoid circular dependencies in NestJS
Learn how to build Rust REST APIs with Rhai — a high-level scripting language similar to JavaScript — and the Actix Web framework.,Oduah Chigozie,"Jun 27, 2022",https://blog.logrocket.com/building-rest-api-rust-rhai-actix-web/,8 min read,Building a REST API in Rust with Rhai and…
Take a deep dive into mocking Rust and learn how mocking differs from general unit testing and how to implement mocking using the Mockall...,Manish Shivanandhan,"Jun 27, 2022",https://blog.logrocket.com/guide-mocking-rust-mockall/,5 min read,A guide to mocking in Rust using Mockall
"Even when we leave our app and come back later, Redux Persist fetches the data from AsyncStorage and initializes the Redux store with it.",Chiamaka Umeh,"Jun 27, 2022",https://blog.logrocket.com/use-redux-persist-react-native/,5 min read,How to use Redux Persist in React Native
"In this article, we will show you how to create a basic scene with 3D graphics using Babylon.js.",Muyiwa Femi-Ige,"Jun 24, 2022",https://blog.logrocket.com/getting-started-babylon-js/,5 min read,Getting started with Babylon.js
Use Tailwind components and templates from these popular collections to rapidly build customizable user interfaces designs.,Linda Ikechukwu,"Jun 24, 2022",https://blog.logrocket.com/10-best-tailwind-css-component-template-collections/,4 min read,10 best Tailwind CSS component and template collections
Let's learn how to connect a Svelte app with Rust code through WebAssembly and how to pass information between JavaScript and Rust.,Yashodhan Joshi,"Jun 24, 2022",https://blog.logrocket.com/integrating-svelte-app-rust-webassembly/,20 min read,Integrating a Svelte app with Rust using WebAssembly
Learn how to create a 360 VR video in Unity with the help of two tools: Unity RecorderGoogle and Spatial Media Metadata Injector.,Rajat Kumar Gupta,"Jun 24, 2022",https://blog.logrocket.com/make-360-vr-video-unity/,4 min read,How to make a 360 VR video in Unity
"Learn all about edge computing and edge functions, and how they're enjoying increasing popularity for their wide variety of uses.",Nefe James,"Jun 23, 2022",https://blog.logrocket.com/demystifying-edge-functions/,4 min read,Demystifying edge functions
"Here, we cover what async, await, and Task in C# are and how to use them in Unity to gain performance in projects.",James LaFritz,"Jun 23, 2022",https://blog.logrocket.com/performance-unity-async-await-tasks-coroutines-c-job-system-burst-compiler/,16 min read,"Performance in Unity: async, await, and Tasks vs. coroutines,…"
"Learn how to use Bootstrap in React using Bootstrap CDN, react-bootstrap, reactstrap, and more in this Bootstrap tutorial.",Glad Chinda,"Jun 23, 2022",https://blog.logrocket.com/using-bootstrap-with-react-tutorial-with-examples/,13 min read,Using Bootstrap with React: Tutorial with examples
Learn the difference between media and container queries and how to use both in CSS.,Fimber Elemuwa,"Jun 23, 2022",https://blog.logrocket.com/choose-between-media-container-queries/,7 min read,When and how to choose between media queries and…
"Vue composables can manage the state of the output depending on the use case, allowing you to choose whether the state should be global...",Abiola Farounbi,"Jun 23, 2022",https://blog.logrocket.com/getting-started-vue-composables/,5 min read,Getting started with Vue composables
"In this article, we’ll compare NestJS vs. Express.js to help developers choose the best framework for their Node.js projects.",Temitope Oyedele,"Jun 22, 2022",https://blog.logrocket.com/nestjs-vs-express-js/,6 min read,NestJS vs. Express.js
"Nowadays, it seems like everyone is into video streaming. The pandemic accelerated the growth of streaming platforms across the globe, and popular video streaming...",Agustinus Theodorus,"Jun 22, 2022",https://blog.logrocket.com/exploring-blockchain-video-streaming-platforms/,13 min read,Exploring blockchain video streaming platforms
Vitest has become the first choice dev tool for Svelte. Learn about its features and integrations and how it compares to Jest.,Rob O'Leary,"Jun 22, 2022",https://blog.logrocket.com/testing-svelte-app-vitest/,12 min read,Testing a Svelte app with Vitest
CSS has several filters that help improve the visual aspects of a website. You can apply them directly to a web element using the...,Oscar Jite-Orimiono,"Jun 22, 2022",https://blog.logrocket.com/complete-guide-using-css-filters-svgs/,14 min read,A complete guide to using CSS filters with SVGs
The CSS :has() selector allows us to style an element based on its descendants or any succeeding elements.,Ibadehin Mojeed,"Jun 21, 2022",https://blog.logrocket.com/how-when-use-css-has-selector/,6 min read,How and when to use the CSS :has selector
"In this tutorial, you can learn how to localize your Flutter app and make it more accessible to users in a few easy steps.",Shubham Soni,"Jun 21, 2022",https://blog.logrocket.com/internationalization-flutter-apps/,6 min read,Internationalization for Flutter apps
"Learn how to implement PixiJS applications in React to render rich, 2D graphics. Walk through a demo of several PixiJS animation examples.",David Omotayo,"Jun 21, 2022",https://blog.logrocket.com/getting-started-pixijs-react-create-canvas/,8 min read,Getting started with PixiJS and React: Create a canvas
